"label"	"Genus"	"relative_abundance"	"mean_real_ab_per"
"M89-PT-NC"	"Rothia"	0.000595193809984376	0.0595193809984376
"M89-PT-NC"	"Ruminococcaceae"	0.0012647868462168	0.12647868462168
"M89-PT-NC"	"Ruminococcus"	0.0109242863874216	1.09242863874216
"M89-PT-NC"	"Saccharopolyspora"	9.91989683307294e-05	0.00991989683307294
"M89-PT-NC"	"Salinibacterium"	2.47997420826823e-05	0.00247997420826823
"M89-PT-NC"	"Salmonella"	0.0109614860005456	1.09614860005456
"M89-PT-NC"	"Sanguibacter"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Selenomonas"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Senegalimassilia"	0.0046995511246683	0.46995511246683
"M89-PT-NC"	"Solobacterium"	0.000297596904992188	0.0297596904992188
"M89-PT-NC"	"Streptococcus"	0.0104158916747266	1.04158916747266
"M89-PT-NC"	"Streptomyces"	0.000495994841653647	0.0495994841653647
"M89-PT-NC"	"Subdoligranulum"	0.00111598839372071	0.111598839372071
"M89-PT-NC"	"Succinivibrio"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"TM7x"	0.000446395357488282	0.0446395357488282
"M89-PT-NC"	"Tepidicella"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"Tepidimonas"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"Terrisporobacter"	0.000991989683307294	0.0991989683307294
"M89-PT-NC"	"Thermicanus"	0.000595193809984376	0.0595193809984376
"M89-PT-NC"	"Turicella"	0.000198397936661459	0.0198397936661459
"M89-PT-NC"	"Turicibacter"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Tyzzerella"	0.0404483793368549	4.04483793368549
"M89-PT-NC"	"UBA10353_marine_group"	7.4399226248047e-05	0.0074399226248047
"M89-PT-NC"	"UCG-002"	0.00111598839372071	0.111598839372071
"M89-PT-NC"	"UCG-005"	0.000260397291868165	0.0260397291868165
"M89-PT-NC"	"UCG-009"	0.000185998065620118	0.0185998065620118
"M89-PT-NC"	"Veillonella"	0.00597673784192644	0.597673784192644
"M89-PT-NC"	"WPS-2"	0.000223197678744141	0.0223197678744141
"M89-PT-NC"	"Zavarzinia"	4.95994841653647e-05	0.00495994841653647
"M89-PT-NC"	"[Clostridium]_innocuum_group"	0.000892790714976564	0.0892790714976564
"M89-PT-NC"	"[Eubacterium]_brachy_group"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"[Eubacterium]_coprostanoligenes_group"	0.000247997420826823	0.0247997420826823
"M89-PT-NC"	"[Eubacterium]_hallii_group"	0.000471195099570965	0.0471195099570965
"M89-PT-NC"	"[Eubacterium]_nodatum_group"	2.47997420826823e-05	0.00247997420826823
"M89-PT-NC"	"[Eubacterium]_oxidoreducens_group"	0.000495994841653647	0.0495994841653647
"M89-PT-NC"	"[Eubacterium]_ventriosum_group"	0.000148798452496094	0.0148798452496094
"M89-PT-NC"	"[Ruminococcus]_gauvreauii_group"	0.00123998710413412	0.123998710413412
"M89-PT-NC"	"[Ruminococcus]_gnavus_group"	0.0495870842943233	4.95870842943233
"M89-PT-NC"	"[Ruminococcus]_torques_group"	0.0434119485157354	4.34119485157354
